Day,Minute,Outdoor (Zone - 0) Occupant,Bedroom (Zone - 1) Occupant,Livingroom (Zone - 2) Occupant,Kitchen (Zone - 3) Occupant,Bathroom (Zone - 4) Occupant
5,1134,2,0,0,0,0
5,1135,2,0,0,0,0
5,1136,2,0,0,0,0
5,1137,2,0,0,0,0
5,1138,2,0,0,0,0
5,1139,2,0,0,0,0
5,1140,2,0,0,0,0
5,1141,2,0,0,0,0
5,1142,2,0,0,0,0
5,1143,2,0,0,0,0
5,1144,2,0,0,0,0
5,1145,2,0,0,0,0
5,1146,2,0,0,0,0
5,1147,2,0,0,0,0
5,1148,2,0,0,0,0
5,1149,2,0,0,0,0
5,1150,2,0,0,0,0
5,1151,2,0,0,0,0
5,1152,2,0,0,0,0
5,1153,2,0,0,0,0
5,1154,2,0,0,0,0
5,1155,2,0,0,0,0
5,1156,2,0,0,0,0
5,1157,2,0,0,0,0
5,1158,2,0,0,0,0
5,1159,2,0,0,0,0
5,1160,2,0,0,0,0
5,1161,2,0,0,0,0
5,1162,2,0,0,0,0
5,1163,2,0,0,0,0
5,1164,2,0,0,0,0
5,1165,2,0,0,0,0
5,1166,2,0,0,0,0
5,1167,2,0,0,0,0
5,1168,2,0,0,0,0
5,1169,2,0,0,0,0
5,1170,2,0,0,0,0
5,1171,2,0,0,0,0
5,1172,2,0,0,0,0
5,1173,2,0,0,0,0
5,1174,2,0,0,0,0
5,1175,2,0,0,0,0
5,1176,2,0,0,0,0
5,1177,2,0,0,0,0
5,1178,2,0,0,0,0
5,1179,2,0,0,0,0
5,1180,2,0,0,0,0
5,1181,2,0,0,0,0
5,1182,2,0,0,0,0
5,1183,2,0,0,0,0
5,1184,2,0,0,0,0
5,1185,2,0,0,0,0
5,1186,2,0,0,0,0
5,1187,2,0,0,0,0
5,1188,2,0,0,0,0
5,1189,2,0,0,0,0
5,1190,2,0,0,0,0
5,1191,2,0,0,0,0
5,1192,2,0,0,0,0
5,1193,2,0,0,0,0
5,1194,2,0,0,0,0
5,1195,2,0,0,0,0
5,1196,2,0,0,0,0
5,1197,2,0,0,0,0
5,1198,2,0,0,0,0
5,1199,2,0,0,0,0
5,1200,2,0,0,0,0
5,1201,2,0,0,0,0
5,1202,2,0,0,0,0
5,1203,2,0,0,0,0
5,1204,2,0,0,0,0
5,1205,2,0,0,0,0
5,1206,2,0,0,0,0
5,1207,2,0,0,0,0
5,1208,2,0,0,0,0
5,1209,2,0,0,0,0
5,1210,2,0,0,0,0
5,1211,2,0,0,0,0
5,1212,2,0,0,0,0
5,1213,2,0,0,0,0
5,1214,2,0,0,0,0
5,1215,2,0,0,0,0
5,1216,2,0,0,0,0
5,1217,2,0,0,0,0
5,1218,2,0,0,0,0
5,1219,2,0,0,0,0
5,1220,2,0,0,0,0
5,1221,2,0,0,0,0
5,1222,2,0,0,0,0
5,1223,2,0,0,0,0
5,1224,2,0,0,0,0
5,1225,2,0,0,0,0
5,1226,2,0,0,0,0
5,1227,2,0,0,0,0
5,1228,2,0,0,0,0
5,1229,2,0,0,0,0
5,1230,2,0,0,0,0
5,1231,2,0,0,0,0
5,1232,2,0,0,0,0
5,1233,2,0,0,0,0
5,1234,2,0,0,0,0
5,1235,2,0,0,0,0
5,1236,2,0,0,0,0
5,1237,2,0,0,0,0
5,1238,2,0,0,0,0
5,1239,2,0,0,0,0
5,1240,2,0,0,0,0
5,1241,2,0,0,0,0
5,1242,2,0,0,0,0
5,1243,2,0,0,0,0
5,1244,2,0,0,0,0
5,1245,2,0,0,0,0
5,1246,2,0,0,0,0
5,1247,2,0,0,0,0
5,1248,2,0,0,0,0
5,1249,2,0,0,0,0
5,1250,2,0,0,0,0
5,1251,2,0,0,0,0
5,1252,2,0,0,0,0
5,1253,2,0,0,0,0
5,1254,2,0,0,0,0
5,1255,2,0,0,0,0
5,1256,2,0,0,0,0
5,1257,2,0,0,0,0
5,1258,2,0,0,0,0
5,1259,2,0,0,0,0
5,1260,2,0,0,0,0
5,1261,2,0,0,0,0
5,1262,2,0,0,0,0
5,1263,2,0,0,0,0
5,1264,2,0,0,0,0
5,1265,2,0,0,0,0
5,1266,2,0,0,0,0
5,1267,2,0,0,0,0
5,1268,2,0,0,0,0
5,1269,2,0,0,0,0
5,1270,2,0,0,0,0
5,1271,2,0,0,0,0
5,1272,2,0,0,0,0
5,1273,2,0,0,0,0
5,1274,2,0,0,0,0
5,1275,2,0,0,0,0
5,1276,2,0,0,0,0
5,1277,2,0,0,0,0
5,1278,2,0,0,0,0
5,1279,2,0,0,0,0
5,1280,2,0,0,0,0
5,1281,2,0,0,0,0
5,1282,2,0,0,0,0
5,1283,2,0,0,0,0
5,1284,2,0,0,0,0
5,1285,2,0,0,0,0
5,1286,2,0,0,0,0
5,1287,2,0,0,0,0
5,1288,2,0,0,0,0
5,1289,2,0,0,0,0
5,1290,2,0,0,0,0
5,1291,2,0,0,0,0
5,1292,2,0,0,0,0
5,1293,2,0,0,0,0
5,1294,2,0,0,0,0
5,1295,2,0,0,0,0
5,1296,2,0,0,0,0
5,1297,2,0,0,0,0
5,1298,2,0,0,0,0
5,1299,2,0,0,0,0
5,1300,2,0,0,0,0
5,1301,2,0,0,0,0
5,1302,2,0,0,0,0
5,1303,2,0,0,0,0
5,1304,2,0,0,0,0
5,1305,2,0,0,0,0
5,1306,2,0,0,0,0
5,1307,2,0,0,0,0
5,1308,2,0,0,0,0
5,1309,2,0,0,0,0
5,1310,2,0,0,0,0
5,1311,2,0,0,0,0
5,1312,2,0,0,0,0
5,1313,2,0,0,0,0
5,1314,2,0,0,0,0
5,1315,2,0,0,0,0
5,1316,2,0,0,0,0
5,1317,2,0,0,0,0
5,1318,2,0,0,0,0
5,1319,2,0,0,0,0
5,1320,2,0,0,0,0
5,1321,2,0,0,0,0
5,1322,2,0,0,0,0
5,1323,2,0,0,0,0
5,1324,2,0,0,0,0
5,1325,2,0,0,0,0
5,1326,2,0,0,0,0
5,1327,2,0,0,0,0
5,1328,2,0,0,0,0
5,1329,2,0,0,0,0
5,1330,2,0,0,0,0
5,1331,2,0,0,0,0
5,1332,2,0,0,0,0
5,1333,2,0,0,0,0
5,1334,2,0,0,0,0
5,1335,2,0,0,0,0
5,1336,2,0,0,0,0
5,1337,2,0,0,0,0
5,1338,2,0,0,0,0
5,1339,2,0,0,0,0
5,1340,2,0,0,0,0
5,1341,2,0,0,0,0
5,1342,2,0,0,0,0
5,1343,2,0,0,0,0
5,1344,2,0,0,0,0
5,1345,2,0,0,0,0
5,1346,2,0,0,0,0
5,1347,2,0,0,0,0
5,1348,2,0,0,0,0
5,1349,2,0,0,0,0
5,1350,2,0,0,0,0
5,1351,2,0,0,0,0
5,1352,2,0,0,0,0
5,1353,2,0,0,0,0
5,1354,2,0,0,0,0
5,1355,2,0,0,0,0
5,1356,2,0,0,0,0
5,1357,2,0,0,0,0
5,1358,2,0,0,0,0
5,1359,2,0,0,0,0
5,1360,2,0,0,0,0
5,1361,2,0,0,0,0
5,1362,2,0,0,0,0
5,1363,2,0,0,0,0
5,1364,2,0,0,0,0
5,1365,2,0,0,0,0
5,1366,2,0,0,0,0
5,1367,2,0,0,0,0
5,1368,2,0,0,0,0
5,1369,2,0,0,0,0
5,1370,2,0,0,0,0
5,1371,2,0,0,0,0
5,1372,2,0,0,0,0
5,1373,2,0,0,0,0
5,1374,2,0,0,0,0
5,1375,2,0,0,0,0
5,1376,2,0,0,0,0
5,1377,2,0,0,0,0
5,1378,2,0,0,0,0
5,1379,2,0,0,0,0
5,1380,2,0,0,0,0
5,1381,2,0,0,0,0
5,1382,2,0,0,0,0
5,1383,2,0,0,0,0
5,1384,2,0,0,0,0
5,1385,2,0,0,0,0
5,1386,2,0,0,0,0
5,1387,2,0,0,0,0
5,1388,2,0,0,0,0
5,1389,2,0,0,0,0
5,1390,2,0,0,0,0
5,1391,2,0,0,0,0
5,1392,2,0,0,0,0
5,1393,2,0,0,0,0
5,1394,2,0,0,0,0
5,1395,2,0,0,0,0
5,1396,2,0,0,0,0
5,1397,2,0,0,0,0
5,1398,2,0,0,0,0
5,1399,2,0,0,0,0
5,1400,2,0,0,0,0
5,1401,2,0,0,0,0
5,1402,2,0,0,0,0
5,1403,2,0,0,0,0
5,1404,2,0,0,0,0
5,1405,2,0,0,0,0
5,1406,2,0,0,0,0
5,1407,2,0,0,0,0
5,1408,2,0,0,0,0
5,1409,2,0,0,0,0
5,1410,2,0,0,0,0
5,1411,2,0,0,0,0
5,1412,2,0,0,0,0
5,1413,2,0,0,0,0
5,1414,2,0,0,0,0
5,1415,2,0,0,0,0
5,1416,2,0,0,0,0
5,1417,2,0,0,0,0
5,1418,2,0,0,0,0
5,1419,2,0,0,0,0
5,1420,2,0,0,0,0
5,1421,2,0,0,0,0
5,1422,2,0,0,0,0
5,1423,2,0,0,0,0
5,1424,2,0,0,0,0
5,1425,2,0,0,0,0
5,1426,2,0,0,0,0
5,1427,2,0,0,0,0
5,1428,2,0,0,0,0
5,1429,2,0,0,0,0
5,1430,2,0,0,0,0
5,1431,2,0,0,0,0
5,1432,2,0,0,0,0
5,1433,2,0,0,0,0
5,1434,2,0,0,0,0
5,1435,2,0,0,0,0
5,1436,2,0,0,0,0
5,1437,2,0,0,0,0
5,1438,2,0,0,0,0
5,1439,2,0,0,0,0
6,0,2,0,0,0,0
6,1,2,0,0,0,0
6,2,2,0,0,0,0
6,3,2,0,0,0,0
6,4,2,0,0,0,0
6,5,2,0,0,0,0
6,6,2,0,0,0,0
6,7,2,0,0,0,0
6,8,2,0,0,0,0
6,9,2,0,0,0,0
6,10,2,0,0,0,0
6,11,2,0,0,0,0
6,12,2,0,0,0,0
6,13,2,0,0,0,0
6,14,2,0,0,0,0
6,15,2,0,0,0,0
6,16,2,0,0,0,0
6,17,2,0,0,0,0
6,18,2,0,0,0,0
6,19,2,0,0,0,0
6,20,2,0,0,0,0
6,21,2,0,0,0,0
6,22,2,0,0,0,0
6,23,2,0,0,0,0
6,24,2,0,0,0,0
6,25,2,0,0,0,0
6,26,2,0,0,0,0
6,27,2,0,0,0,0
6,28,2,0,0,0,0
6,29,2,0,0,0,0
6,30,2,0,0,0,0
6,31,2,0,0,0,0
6,32,2,0,0,0,0
6,33,2,0,0,0,0
6,34,2,0,0,0,0
6,35,2,0,0,0,0
6,36,2,0,0,0,0
6,37,2,0,0,0,0
6,38,2,0,0,0,0
6,39,2,0,0,0,0
6,40,2,0,0,0,0
6,41,2,0,0,0,0
6,42,2,0,0,0,0
6,43,2,0,0,0,0
6,44,2,0,0,0,0
6,45,2,0,0,0,0
6,46,2,0,0,0,0
6,47,2,0,0,0,0
6,48,2,0,0,0,0
6,49,2,0,0,0,0
6,50,2,0,0,0,0
6,51,2,0,0,0,0
6,52,2,0,0,0,0
6,53,2,0,0,0,0
6,54,2,0,0,0,0
6,55,2,0,0,0,0
6,56,2,0,0,0,0
6,57,2,0,0,0,0
6,58,2,0,0,0,0
6,59,2,0,0,0,0
6,60,2,0,0,0,0
6,61,2,0,0,0,0
6,62,2,0,0,0,0
6,63,2,0,0,0,0
6,64,2,0,0,0,0
6,65,2,0,0,0,0
6,66,2,0,0,0,0
6,67,2,0,0,0,0
6,68,2,0,0,0,0
6,69,2,0,0,0,0
6,70,2,0,0,0,0
6,71,2,0,0,0,0
6,72,2,0,0,0,0
6,73,2,0,0,0,0
6,74,2,0,0,0,0
6,75,2,0,0,0,0
6,76,2,0,0,0,0
6,77,2,0,0,0,0
6,78,2,0,0,0,0
6,79,2,0,0,0,0
6,80,2,0,0,0,0
6,81,2,0,0,0,0
6,82,2,0,0,0,0
6,83,2,0,0,0,0
6,84,2,0,0,0,0
6,85,2,0,0,0,0
6,86,2,0,0,0,0
6,87,2,0,0,0,0
6,88,2,0,0,0,0
6,89,2,0,0,0,0
6,90,2,0,0,0,0
6,91,2,0,0,0,0
6,92,2,0,0,0,0
6,93,2,0,0,0,0
6,94,2,0,0,0,0
6,95,2,0,0,0,0
6,96,2,0,0,0,0
6,97,2,0,0,0,0
6,98,2,0,0,0,0
6,99,2,0,0,0,0
6,100,2,0,0,0,0
6,101,2,0,0,0,0
6,102,2,0,0,0,0
6,103,2,0,0,0,0
6,104,2,0,0,0,0
6,105,2,0,0,0,0
6,106,2,0,0,0,0
6,107,2,0,0,0,0
6,108,2,0,0,0,0
6,109,2,0,0,0,0
6,110,2,0,0,0,0
6,111,2,0,0,0,0
6,112,2,0,0,0,0
6,113,2,0,0,0,0
6,114,2,0,0,0,0
6,115,2,0,0,0,0
6,116,2,0,0,0,0
6,117,2,0,0,0,0
6,118,2,0,0,0,0
6,119,2,0,0,0,0
6,120,2,0,0,0,0
6,121,2,0,0,0,0
6,122,2,0,0,0,0
6,123,2,0,0,0,0
6,124,2,0,0,0,0
6,125,2,0,0,0,0
6,126,2,0,0,0,0
6,127,2,0,0,0,0
6,128,2,0,0,0,0
6,129,2,0,0,0,0
6,130,2,0,0,0,0
6,131,2,0,0,0,0
6,132,2,0,0,0,0
6,133,2,0,0,0,0
6,134,2,0,0,0,0
6,135,2,0,0,0,0
6,136,2,0,0,0,0
6,137,2,0,0,0,0
6,138,2,0,0,0,0
6,139,2,0,0,0,0
6,140,2,0,0,0,0
6,141,2,0,0,0,0
6,142,2,0,0,0,0
6,143,2,0,0,0,0
6,144,2,0,0,0,0
6,145,2,0,0,0,0
6,146,2,0,0,0,0
6,147,2,0,0,0,0
6,148,2,0,0,0,0
6,149,2,0,0,0,0
6,150,2,0,0,0,0
6,151,2,0,0,0,0
6,152,2,0,0,0,0
6,153,2,0,0,0,0
6,154,2,0,0,0,0
6,155,2,0,0,0,0
6,156,2,0,0,0,0
6,157,2,0,0,0,0
6,158,2,0,0,0,0
6,159,2,0,0,0,0
6,160,2,0,0,0,0
6,161,2,0,0,0,0
6,162,2,0,0,0,0
6,163,2,0,0,0,0
6,164,2,0,0,0,0
6,165,2,0,0,0,0
6,166,2,0,0,0,0
6,167,2,0,0,0,0
6,168,2,0,0,0,0
6,169,2,0,0,0,0
6,170,2,0,0,0,0
6,171,2,0,0,0,0
6,172,2,0,0,0,0
6,173,2,0,0,0,0
6,174,2,0,0,0,0
6,175,2,0,0,0,0
6,176,2,0,0,0,0
6,177,2,0,0,0,0
6,178,2,0,0,0,0
6,179,2,0,0,0,0
6,180,2,0,0,0,0
6,181,2,0,0,0,0
6,182,2,0,0,0,0
6,183,2,0,0,0,0
6,184,2,0,0,0,0
6,185,2,0,0,0,0
6,186,2,0,0,0,0
6,187,2,0,0,0,0
6,188,2,0,0,0,0
6,189,2,0,0,0,0
6,190,2,0,0,0,0
6,191,2,0,0,0,0
6,192,2,0,0,0,0
6,193,2,0,0,0,0
6,194,2,0,0,0,0
6,195,2,0,0,0,0
6,196,2,0,0,0,0
6,197,2,0,0,0,0
6,198,2,0,0,0,0
6,199,2,0,0,0,0
6,200,2,0,0,0,0
6,201,2,0,0,0,0
6,202,2,0,0,0,0
6,203,2,0,0,0,0
6,204,2,0,0,0,0
6,205,2,0,0,0,0
6,206,2,0,0,0,0
6,207,2,0,0,0,0
6,208,2,0,0,0,0
6,209,2,0,0,0,0
6,210,2,0,0,0,0
6,211,2,0,0,0,0
6,212,2,0,0,0,0
6,213,2,0,0,0,0
6,214,2,0,0,0,0
6,215,2,0,0,0,0
6,216,2,0,0,0,0
6,217,2,0,0,0,0
6,218,2,0,0,0,0
6,219,2,0,0,0,0
6,220,2,0,0,0,0
6,221,2,0,0,0,0
6,222,2,0,0,0,0
6,223,2,0,0,0,0
6,224,2,0,0,0,0
6,225,2,0,0,0,0
6,226,2,0,0,0,0
6,227,2,0,0,0,0
6,228,2,0,0,0,0
6,229,2,0,0,0,0
6,230,2,0,0,0,0
6,231,2,0,0,0,0
6,232,2,0,0,0,0
6,233,2,0,0,0,0
6,234,2,0,0,0,0
6,235,2,0,0,0,0
6,236,2,0,0,0,0
6,237,2,0,0,0,0
6,238,2,0,0,0,0
6,239,2,0,0,0,0
6,240,2,0,0,0,0
6,241,2,0,0,0,0
6,242,2,0,0,0,0
6,243,2,0,0,0,0
6,244,2,0,0,0,0
6,245,2,0,0,0,0
6,246,2,0,0,0,0
6,247,2,0,0,0,0
6,248,2,0,0,0,0
6,249,2,0,0,0,0
6,250,2,0,0,0,0
6,251,2,0,0,0,0
6,252,2,0,0,0,0
6,253,2,0,0,0,0
6,254,2,0,0,0,0
6,255,2,0,0,0,0
6,256,2,0,0,0,0
6,257,2,0,0,0,0
6,258,2,0,0,0,0
6,259,2,0,0,0,0
6,260,2,0,0,0,0
6,261,2,0,0,0,0
6,262,2,0,0,0,0
6,263,2,0,0,0,0
6,264,2,0,0,0,0
6,265,2,0,0,0,0
6,266,2,0,0,0,0
6,267,2,0,0,0,0
6,268,2,0,0,0,0
6,269,2,0,0,0,0
6,270,2,0,0,0,0
6,271,2,0,0,0,0
6,272,2,0,0,0,0
6,273,2,0,0,0,0
6,274,2,0,0,0,0
6,275,2,0,0,0,0
6,276,2,0,0,0,0
6,277,2,0,0,0,0
6,278,2,0,0,0,0
6,279,2,0,0,0,0
6,280,2,0,0,0,0
6,281,2,0,0,0,0
6,282,2,0,0,0,0
6,283,2,0,0,0,0
6,284,2,0,0,0,0
6,285,2,0,0,0,0
6,286,2,0,0,0,0
6,287,2,0,0,0,0
6,288,2,0,0,0,0
6,289,2,0,0,0,0
6,290,2,0,0,0,0
6,291,2,0,0,0,0
6,292,2,0,0,0,0
6,293,2,0,0,0,0
6,294,2,0,0,0,0
6,295,2,0,0,0,0
6,296,2,0,0,0,0
6,297,2,0,0,0,0
6,298,2,0,0,0,0
6,299,2,0,0,0,0
6,300,2,0,0,0,0
6,301,2,0,0,0,0
6,302,2,0,0,0,0
6,303,2,0,0,0,0
6,304,2,0,0,0,0
6,305,2,0,0,0,0
6,306,2,0,0,0,0
6,307,2,0,0,0,0
6,308,2,0,0,0,0
6,309,2,0,0,0,0
6,310,2,0,0,0,0
6,311,2,0,0,0,0
6,312,2,0,0,0,0
6,313,2,0,0,0,0
6,314,2,0,0,0,0
6,315,2,0,0,0,0
6,316,2,0,0,0,0
6,317,2,0,0,0,0
6,318,2,0,0,0,0
6,319,2,0,0,0,0
6,320,2,0,0,0,0
6,321,2,0,0,0,0
6,322,2,0,0,0,0
6,323,2,0,0,0,0
6,324,2,0,0,0,0
6,325,2,0,0,0,0
6,326,2,0,0,0,0
6,327,2,0,0,0,0
6,328,2,0,0,0,0
6,329,2,0,0,0,0
6,330,2,0,0,0,0
6,331,2,0,0,0,0
6,332,2,0,0,0,0
6,333,2,0,0,0,0
6,334,2,0,0,0,0
6,335,2,0,0,0,0
6,336,2,0,0,0,0
6,337,2,0,0,0,0
6,338,2,0,0,0,0
6,339,2,0,0,0,0
6,340,2,0,0,0,0
6,341,2,0,0,0,0
6,342,2,0,0,0,0
6,343,2,0,0,0,0
6,344,2,0,0,0,0
6,345,2,0,0,0,0
6,346,2,0,0,0,0
6,347,2,0,0,0,0
6,348,2,0,0,0,0
6,349,2,0,0,0,0
6,350,2,0,0,0,0
6,351,2,0,0,0,0
6,352,2,0,0,0,0
6,353,2,0,0,0,0
6,354,2,0,0,0,0
6,355,2,0,0,0,0
6,356,2,0,0,0,0
6,357,2,0,0,0,0
6,358,2,0,0,0,0
6,359,2,0,0,0,0
6,360,2,0,0,0,0
6,361,2,0,0,0,0
6,362,2,0,0,0,0
6,363,2,0,0,0,0
6,364,2,0,0,0,0
6,365,2,0,0,0,0
6,366,2,0,0,0,0
6,367,2,0,0,0,0
6,368,2,0,0,0,0
6,369,2,0,0,0,0
6,370,2,0,0,0,0
6,371,2,0,0,0,0
6,372,2,0,0,0,0
6,373,2,0,0,0,0
6,374,2,0,0,0,0
6,375,2,0,0,0,0
6,376,2,0,0,0,0
6,377,2,0,0,0,0
6,378,2,0,0,0,0
6,379,2,0,0,0,0
6,380,2,0,0,0,0
6,381,2,0,0,0,0
6,382,2,0,0,0,0
6,383,2,0,0,0,0
6,384,2,0,0,0,0
6,385,2,0,0,0,0
6,386,2,0,0,0,0
6,387,2,0,0,0,0
6,388,2,0,0,0,0
6,389,2,0,0,0,0
6,390,2,0,0,0,0
6,391,2,0,0,0,0
6,392,2,0,0,0,0
6,393,2,0,0,0,0
6,394,2,0,0,0,0
6,395,2,0,0,0,0
6,396,2,0,0,0,0
6,397,2,0,0,0,0
6,398,2,0,0,0,0
6,399,2,0,0,0,0
6,400,2,0,0,0,0
6,401,2,0,0,0,0
6,402,2,0,0,0,0
6,403,2,0,0,0,0
6,404,2,0,0,0,0
6,405,2,0,0,0,0
6,406,2,0,0,0,0
6,407,2,0,0,0,0
6,408,2,0,0,0,0
6,409,2,0,0,0,0
6,410,2,0,0,0,0
6,411,2,0,0,0,0
6,412,2,0,0,0,0
6,413,2,0,0,0,0
6,414,2,0,0,0,0
6,415,2,0,0,0,0
6,416,2,0,0,0,0
6,417,2,0,0,0,0
6,418,2,0,0,0,0
6,419,2,0,0,0,0
6,420,2,0,0,0,0
6,421,2,0,0,0,0
6,422,2,0,0,0,0
6,423,2,0,0,0,0
6,424,2,0,0,0,0
6,425,2,0,0,0,0
6,426,2,0,0,0,0
6,427,2,0,0,0,0
6,428,2,0,0,0,0
6,429,2,0,0,0,0
6,430,2,0,0,0,0
6,431,2,0,0,0,0
6,432,2,0,0,0,0
6,433,2,0,0,0,0
6,434,2,0,0,0,0
6,435,2,0,0,0,0
6,436,2,0,0,0,0
6,437,2,0,0,0,0
6,438,2,0,0,0,0
6,439,2,0,0,0,0
6,440,2,0,0,0,0
6,441,2,0,0,0,0
6,442,2,0,0,0,0
6,443,2,0,0,0,0
6,444,2,0,0,0,0
6,445,2,0,0,0,0
6,446,2,0,0,0,0
6,447,2,0,0,0,0
6,448,2,0,0,0,0
6,449,2,0,0,0,0
6,450,2,0,0,0,0
6,451,2,0,0,0,0
6,452,2,0,0,0,0
6,453,2,0,0,0,0
6,454,2,0,0,0,0
6,455,2,0,0,0,0
6,456,2,0,0,0,0
6,457,2,0,0,0,0
6,458,2,0,0,0,0
6,459,2,0,0,0,0
6,460,2,0,0,0,0
6,461,2,0,0,0,0
6,462,2,0,0,0,0
6,463,2,0,0,0,0
6,464,2,0,0,0,0
6,465,2,0,0,0,0
6,466,2,0,0,0,0
6,467,2,0,0,0,0
6,468,2,0,0,0,0
6,469,2,0,0,0,0
6,470,2,0,0,0,0
6,471,2,0,0,0,0
6,472,2,0,0,0,0
6,473,2,0,0,0,0
6,474,2,0,0,0,0
6,475,2,0,0,0,0
6,476,2,0,0,0,0
6,477,2,0,0,0,0
6,478,2,0,0,0,0
6,479,2,0,0,0,0
6,480,2,0,0,0,0
6,481,2,0,0,0,0
6,482,2,0,0,0,0
6,483,2,0,0,0,0
6,484,2,0,0,0,0
6,485,2,0,0,0,0
6,486,2,0,0,0,0
6,487,2,0,0,0,0
6,488,2,0,0,0,0
6,489,2,0,0,0,0
6,490,2,0,0,0,0
6,491,2,0,0,0,0
6,492,2,0,0,0,0
6,493,2,0,0,0,0
6,494,2,0,0,0,0
6,495,2,0,0,0,0
6,496,2,0,0,0,0
6,497,2,0,0,0,0
6,498,2,0,0,0,0
6,499,2,0,0,0,0
6,500,2,0,0,0,0
6,501,2,0,0,0,0
6,502,2,0,0,0,0
6,503,2,0,0,0,0
6,504,2,0,0,0,0
6,505,2,0,0,0,0
6,506,2,0,0,0,0
6,507,2,0,0,0,0
6,508,2,0,0,0,0
6,509,2,0,0,0,0
6,510,2,0,0,0,0
6,511,2,0,0,0,0
6,512,2,0,0,0,0
6,513,2,0,0,0,0
6,514,2,0,0,0,0
6,515,2,0,0,0,0
6,516,2,0,0,0,0
6,517,2,0,0,0,0
6,518,2,0,0,0,0
6,519,1,0,0,1,0
6,520,1,0,0,1,0
6,521,1,1,0,0,0
6,522,1,1,0,0,0
6,523,1,0,1,0,0
6,524,1,0,1,0,0
6,525,1,0,1,0,0
6,526,1,0,1,0,0
6,527,1,0,1,0,0
6,528,1,0,1,0,0
6,529,1,0,1,0,0
6,530,0,0,0,1,1
6,531,0,0,0,1,1
6,532,0,0,1,1,0
6,533,0,0,1,1,0
6,534,0,0,1,1,0
6,535,0,0,1,1,0
6,536,0,0,1,1,0
6,537,0,0,2,0,0
6,538,0,0,2,0,0
6,539,0,0,2,0,0
6,540,0,0,2,0,0
6,541,0,0,2,0,0
6,542,0,0,2,0,0
6,543,0,0,2,0,0
6,544,0,0,2,0,0
6,545,0,0,2,0,0
6,546,0,0,2,0,0
6,547,0,0,2,0,0
6,548,0,0,2,0,0
6,549,0,0,2,0,0
6,550,0,0,2,0,0
6,551,0,0,2,0,0
6,552,0,0,2,0,0
6,553,0,0,2,0,0
6,554,0,0,2,0,0
6,555,0,0,2,0,0
6,556,0,0,2,0,0
6,557,0,0,2,0,0
6,558,0,0,2,0,0
6,559,0,0,2,0,0
6,560,0,0,2,0,0
6,561,0,0,2,0,0
6,562,0,0,2,0,0
6,563,0,0,2,0,0
6,564,0,0,2,0,0
6,565,0,0,2,0,0
6,566,0,0,2,0,0
6,567,0,0,2,0,0
6,568,0,0,2,0,0
6,569,0,0,2,0,0
6,570,0,0,2,0,0
6,571,0,0,2,0,0
6,572,0,0,2,0,0
6,573,0,0,2,0,0
6,574,0,0,2,0,0
6,575,0,0,2,0,0
6,576,0,0,2,0,0
6,577,0,0,2,0,0
6,578,0,0,2,0,0
6,579,0,0,2,0,0
6,580,0,0,2,0,0
6,581,0,0,2,0,0
6,582,0,0,2,0,0
6,583,0,0,2,0,0
6,584,0,0,2,0,0
6,585,0,0,2,0,0
6,586,0,0,2,0,0
6,587,0,0,2,0,0
6,588,0,0,2,0,0
6,589,0,0,2,0,0
6,590,0,0,2,0,0
6,591,0,0,2,0,0
6,592,0,0,2,0,0
6,593,0,0,2,0,0
6,594,0,0,2,0,0
6,595,0,0,2,0,0
6,596,0,0,2,0,0
6,597,0,0,2,0,0
6,598,0,0,2,0,0
6,599,0,0,2,0,0
6,600,0,0,2,0,0
6,601,0,0,2,0,0
6,602,0,0,2,0,0
6,603,0,0,2,0,0
6,604,0,0,2,0,0
6,605,0,0,2,0,0
6,606,0,0,2,0,0
6,607,0,0,2,0,0
6,608,0,0,2,0,0
6,609,0,0,2,0,0
6,610,0,0,2,0,0
6,611,0,0,2,0,0
6,612,0,0,2,0,0
6,613,0,0,2,0,0
6,614,0,0,2,0,0
6,615,0,0,2,0,0
6,616,0,0,2,0,0
6,617,0,0,2,0,0
6,618,0,0,2,0,0
6,619,0,0,2,0,0
6,620,0,0,2,0,0
6,621,0,0,2,0,0
6,622,0,0,2,0,0
6,623,0,0,2,0,0
6,624,0,0,2,0,0
6,625,0,0,2,0,0
6,626,0,0,2,0,0
6,627,0,0,2,0,0
6,628,0,0,2,0,0
6,629,0,0,2,0,0
6,630,0,0,2,0,0
6,631,0,0,2,0,0
6,632,0,0,2,0,0
6,633,0,0,2,0,0
6,634,0,0,2,0,0
6,635,0,0,2,0,0
6,636,0,0,2,0,0
6,637,0,0,2,0,0
6,638,0,0,2,0,0
6,639,0,0,2,0,0
6,640,0,0,2,0,0
6,641,0,0,2,0,0
6,642,0,0,2,0,0
6,643,0,0,2,0,0
6,644,0,0,2,0,0
6,645,0,0,2,0,0
6,646,0,0,2,0,0
6,647,0,0,2,0,0
6,648,0,0,2,0,0
6,649,0,0,2,0,0
6,650,0,0,2,0,0
6,651,0,0,2,0,0
6,652,0,0,2,0,0
6,653,0,0,2,0,0
6,654,0,0,2,0,0
6,655,0,0,2,0,0
6,656,0,0,2,0,0
6,657,0,0,2,0,0
6,658,0,0,2,0,0
6,659,0,0,2,0,0
6,660,0,0,2,0,0
6,661,0,0,2,0,0
6,662,0,0,2,0,0
6,663,0,0,2,0,0
6,664,0,0,2,0,0
