Day,Minute,Occupant 1 Activity,Occupant 2 Activity,Unit Energy Cost ($),Energy Comsumption (kWh),Control Cost ($)
2,1028,14,15,0.48,0.04382549130255,0.021036235825224
2,1029,14,15,0.48,0.04382549130255,0.021036235825224
2,1030,14,15,0.48,0.04382549130255,0.021036235825224
2,1031,14,15,0.48,0.04382549130255,0.021036235825224
2,1032,14,15,0.48,0.04382549130255,0.021036235825224
2,1033,14,15,0.48,0.04382549130255,0.021036235825224
2,1034,14,15,0.48,0.04382549130255,0.021036235825224
2,1035,14,15,0.48,0.04382549130255,0.021036235825224
2,1036,14,15,0.48,0.04382549130255,0.021036235825224
2,1037,14,15,0.48,0.04382549130255,0.021036235825224
2,1038,14,15,0.48,0.04382549130255,0.021036235825224
2,1039,14,15,0.48,0.04382549130255,0.021036235825224
2,1040,14,15,0.48,0.04382549130255,0.021036235825224
2,1041,14,15,0.48,0.04382549130255,0.021036235825224
2,1042,14,15,0.48,0.04382549130255,0.021036235825224
2,1043,14,15,0.48,0.04382549130255,0.021036235825224
2,1044,14,15,0.48,0.04382549130255,0.021036235825224
2,1045,14,15,0.48,0.04382549130255,0.021036235825224
2,1046,1,2,0.48,0.007328273316,0.00351757119168
2,1047,1,2,0.48,0.007328273316,0.00351757119168
2,1048,1,3,0.48,0.005757929034000002,0.002763805936320001
2,1049,1,5,0.48,0.006861289888083333,0.0032934191462799995
2,1050,1,5,0.48,0.006861289888083333,0.0032934191462799995
2,1051,1,5,0.48,0.006861289888083333,0.0032934191462799995
2,1052,1,5,0.48,0.006861289888083333,0.0032934191462799995
2,1053,1,5,0.48,0.006861289888083333,0.0032934191462799995
2,1054,1,5,0.48,0.006861289888083333,0.0032934191462799995
2,1055,1,5,0.48,0.006861289888083333,0.0032934191462799995
2,1056,1,5,0.48,0.006861289888083333,0.0032934191462799995
2,1057,6,7,0.48,0.039319850066300004,0.018873528031824002
2,1058,9,7,0.48,0.016750339008,0.00804016272384
2,1059,9,7,0.48,0.016750339008,0.00804016272384
2,1060,9,7,0.48,0.016750339008,0.00804016272384
2,1061,9,7,0.48,0.016750339008,0.00804016272384
2,1062,9,7,0.48,0.016750339008,0.00804016272384
2,1063,9,7,0.48,0.016750339008,0.00804016272384
2,1064,9,8,0.48,0.015703283250233332,0.007537575960111999
2,1065,10,11,0.48,0.012248824714783335,0.005879435863096001
2,1066,10,11,0.48,0.012248824714783335,0.005879435863096001
2,1067,10,11,0.48,0.012248824714783335,0.005879435863096001
2,1068,10,11,0.48,0.012248824714783335,0.005879435863096001
2,1069,10,11,0.48,0.012248824714783335,0.005879435863096001
2,1070,12,13,0.48,0.014775433961666667,0.0070922083016
2,1071,12,13,0.48,0.014775433961666667,0.0070922083016
2,1072,13,13,0.48,0.013609650444000001,0.00653263221312
2,1073,13,13,0.48,0.013609650444000001,0.00653263221312
2,1074,13,13,0.48,0.013609650444000001,0.00653263221312
2,1075,13,13,0.48,0.013609650444000001,0.00653263221312
2,1076,13,13,0.48,0.013609650444000001,0.00653263221312
2,1077,13,13,0.48,0.013609650444000001,0.00653263221312
2,1078,12,13,0.48,0.014775433961666667,0.0070922083016
2,1079,12,13,0.48,0.014775433961666667,0.0070922083016
2,1080,12,13,0.48,0.014775433961666667,0.0070922083016
2,1081,12,13,0.48,0.014775433961666667,0.0070922083016
2,1082,14,13,0.48,0.04225514702055,0.020282470569864
2,1083,14,15,0.48,0.04382549130255,0.021036235825224
2,1084,14,15,0.48,0.04382549130255,0.021036235825224
2,1085,0,0,0.48,0.0,0.0
2,1086,0,0,0.48,0.0,0.0
2,1087,0,0,0.48,0.0,0.0
2,1088,0,0,0.48,0.0,0.0
2,1089,0,0,0.48,0.0,0.0
2,1090,0,0,0.48,0.0,0.0
2,1091,0,0,0.48,0.0,0.0
2,1092,0,0,0.48,0.0,0.0
2,1093,0,0,0.48,0.0,0.0
2,1094,0,0,0.48,0.0,0.0
2,1095,0,0,0.48,0.0,0.0
2,1096,0,0,0.48,0.0,0.0
2,1097,0,0,0.48,0.0,0.0
2,1098,0,0,0.48,0.0,0.0
2,1099,0,0,0.48,0.0,0.0
2,1100,0,0,0.48,0.0,0.0
2,1101,0,0,0.48,0.0,0.0
2,1102,0,0,0.48,0.0,0.0
2,1103,0,0,0.48,0.0,0.0
2,1104,0,0,0.48,0.0,0.0
2,1105,0,0,0.48,0.0,0.0
2,1106,0,0,0.48,0.0,0.0
2,1107,0,0,0.48,0.0,0.0
2,1108,0,0,0.48,0.0,0.0
2,1109,0,0,0.48,0.0,0.0
2,1110,0,0,0.48,0.0,0.0
2,1111,0,0,0.48,0.0,0.0
2,1112,0,0,0.48,0.0,0.0
2,1113,0,0,0.48,0.0,0.0
2,1114,0,0,0.48,0.0,0.0
2,1115,0,0,0.48,0.0,0.0
2,1116,0,0,0.48,0.0,0.0
2,1117,0,0,0.48,0.0,0.0
2,1118,0,0,0.48,0.0,0.0
2,1119,0,0,0.48,0.0,0.0
2,1120,0,0,0.48,0.0,0.0
2,1121,0,0,0.48,0.0,0.0
2,1122,0,0,0.48,0.0,0.0
2,1123,0,0,0.48,0.0,0.0
2,1124,0,0,0.48,0.0,0.0
2,1125,0,0,0.48,0.0,0.0
2,1126,0,0,0.48,0.0,0.0
2,1127,0,0,0.48,0.0,0.0
2,1128,0,0,0.48,0.0,0.0
2,1129,0,0,0.48,0.0,0.0
2,1130,0,0,0.48,0.0,0.0
2,1131,0,0,0.48,0.0,0.0
2,1132,0,0,0.48,0.0,0.0
2,1133,0,0,0.48,0.0,0.0
2,1134,0,0,0.48,0.0,0.0
2,1135,0,0,0.48,0.0,0.0
2,1136,0,0,0.48,0.0,0.0
2,1137,0,0,0.48,0.0,0.0
2,1138,0,0,0.48,0.0,0.0
2,1139,0,0,0.48,0.0,0.0
2,1140,0,0,0.48,0.0,0.0
2,1141,0,0,0.48,0.0,0.0
2,1142,0,0,0.48,0.0,0.0
2,1143,0,0,0.48,0.0,0.0
2,1144,0,0,0.48,0.0,0.0
2,1145,0,0,0.48,0.0,0.0
2,1146,0,0,0.48,0.0,0.0
2,1147,0,0,0.48,0.0,0.0
2,1148,0,0,0.48,0.0,0.0
2,1149,0,0,0.48,0.0,0.0
2,1150,0,0,0.48,0.0,0.0
2,1151,0,0,0.48,0.0,0.0
2,1152,0,0,0.48,0.0,0.0
2,1153,0,0,0.48,0.0,0.0
2,1154,0,0,0.48,0.0,0.0
2,1155,0,0,0.48,0.0,0.0
2,1156,0,0,0.48,0.0,0.0
2,1157,0,0,0.48,0.0,0.0
2,1158,0,0,0.48,0.0,0.0
2,1159,0,0,0.48,0.0,0.0
2,1160,0,0,0.48,0.0,0.0
2,1161,0,0,0.48,0.0,0.0
2,1162,0,0,0.48,0.0,0.0
2,1163,0,0,0.48,0.0,0.0
2,1164,0,0,0.48,0.0,0.0
2,1165,0,0,0.48,0.0,0.0
2,1166,0,0,0.48,0.0,0.0
2,1167,0,0,0.48,0.0,0.0
2,1168,0,0,0.48,0.0,0.0
2,1169,0,0,0.48,0.0,0.0
2,1170,0,0,0.48,0.0,0.0
2,1171,0,0,0.48,0.0,0.0
2,1172,0,0,0.48,0.0,0.0
2,1173,0,0,0.48,0.0,0.0
2,1174,0,0,0.48,0.0,0.0
2,1175,0,0,0.48,0.0,0.0
2,1176,0,0,0.48,0.0,0.0
2,1177,0,0,0.48,0.0,0.0
2,1178,0,0,0.48,0.0,0.0
2,1179,0,0,0.48,0.0,0.0
2,1180,0,0,0.48,0.0,0.0
2,1181,0,0,0.48,0.0,0.0
2,1182,0,0,0.48,0.0,0.0
2,1183,0,0,0.48,0.0,0.0
2,1184,0,0,0.48,0.0,0.0
2,1185,0,0,0.48,0.0,0.0
2,1186,0,0,0.48,0.0,0.0
2,1187,0,0,0.48,0.0,0.0
2,1188,0,0,0.48,0.0,0.0
2,1189,0,0,0.48,0.0,0.0
2,1190,0,0,0.48,0.0,0.0
2,1191,0,0,0.48,0.0,0.0
2,1192,0,0,0.48,0.0,0.0
2,1193,0,0,0.48,0.0,0.0
2,1194,0,0,0.48,0.0,0.0
2,1195,0,0,0.48,0.0,0.0
2,1196,0,0,0.48,0.0,0.0
2,1197,0,0,0.48,0.0,0.0
2,1198,0,0,0.48,0.0,0.0
2,1199,0,0,0.48,0.0,0.0
2,1200,0,0,0.48,0.0,0.0
2,1201,0,0,0.48,0.0,0.0
2,1202,0,0,0.48,0.0,0.0
2,1203,0,0,0.48,0.0,0.0
2,1204,0,0,0.48,0.0,0.0
2,1205,0,0,0.48,0.0,0.0
2,1206,0,0,0.48,0.0,0.0
2,1207,0,0,0.48,0.0,0.0
2,1208,0,0,0.48,0.0,0.0
2,1209,0,0,0.48,0.0,0.0
2,1210,0,0,0.48,0.0,0.0
2,1211,0,0,0.48,0.0,0.0
2,1212,0,0,0.48,0.0,0.0
2,1213,0,0,0.48,0.0,0.0
2,1214,0,0,0.48,0.0,0.0
2,1215,0,0,0.48,0.0,0.0
2,1216,0,0,0.48,0.0,0.0
2,1217,0,0,0.48,0.0,0.0
2,1218,0,0,0.48,0.0,0.0
2,1219,0,0,0.48,0.0,0.0
2,1220,0,0,0.48,0.0,0.0
2,1221,0,0,0.48,0.0,0.0
2,1222,0,0,0.48,0.0,0.0
2,1223,0,0,0.48,0.0,0.0
2,1224,0,0,0.48,0.0,0.0
2,1225,0,0,0.48,0.0,0.0
2,1226,0,0,0.48,0.0,0.0
2,1227,0,0,0.48,0.0,0.0
2,1228,0,0,0.48,0.0,0.0
2,1229,0,0,0.48,0.0,0.0
2,1230,0,0,0.48,0.0,0.0
2,1231,0,0,0.48,0.0,0.0
2,1232,0,0,0.48,0.0,0.0
2,1233,0,0,0.48,0.0,0.0
2,1234,0,0,0.48,0.0,0.0
2,1235,0,0,0.48,0.0,0.0
2,1236,0,0,0.48,0.0,0.0
2,1237,0,0,0.48,0.0,0.0
2,1238,0,0,0.48,0.0,0.0
2,1239,0,0,0.48,0.0,0.0
2,1240,0,0,0.48,0.0,0.0
2,1241,0,0,0.48,0.0,0.0
2,1242,0,0,0.48,0.0,0.0
2,1243,0,0,0.48,0.0,0.0
2,1244,0,0,0.48,0.0,0.0
2,1245,0,0,0.48,0.0,0.0
2,1246,0,0,0.48,0.0,0.0
2,1247,0,0,0.48,0.0,0.0
2,1248,0,0,0.48,0.0,0.0
2,1249,0,0,0.48,0.0,0.0
2,1250,0,0,0.48,0.0,0.0
2,1251,0,0,0.48,0.0,0.0
2,1252,0,0,0.48,0.0,0.0
2,1253,0,0,0.48,0.0,0.0
2,1254,0,0,0.48,0.0,0.0
2,1255,0,0,0.48,0.0,0.0
2,1256,0,0,0.48,0.0,0.0
2,1257,0,0,0.48,0.0,0.0
2,1258,0,0,0.48,0.0,0.0
2,1259,0,0,0.48,0.0,0.0
2,1260,0,0,0.48,0.0,0.0
2,1261,0,0,0.34,0.0,0.0
2,1262,0,0,0.34,0.0,0.0
2,1263,0,0,0.34,0.0,0.0
2,1264,0,0,0.34,0.0,0.0
2,1265,0,0,0.34,0.0,0.0
2,1266,0,0,0.34,0.0,0.0
2,1267,0,0,0.34,0.0,0.0
2,1268,0,0,0.34,0.0,0.0
2,1269,0,0,0.34,0.0,0.0
2,1270,0,0,0.34,0.0,0.0
2,1271,0,0,0.34,0.0,0.0
2,1272,0,0,0.34,0.0,0.0
2,1273,0,0,0.34,0.0,0.0
2,1274,0,0,0.34,0.0,0.0
2,1275,0,0,0.34,0.0,0.0
2,1276,0,0,0.34,0.0,0.0
2,1277,0,0,0.34,0.0,0.0
2,1278,0,0,0.34,0.0,0.0
2,1279,0,0,0.34,0.0,0.0
2,1280,0,0,0.34,0.0,0.0
2,1281,0,0,0.34,0.0,0.0
2,1282,0,0,0.34,0.0,0.0
2,1283,0,0,0.34,0.0,0.0
2,1284,0,0,0.34,0.0,0.0
2,1285,0,0,0.34,0.0,0.0
2,1286,0,0,0.34,0.0,0.0
2,1287,0,0,0.34,0.0,0.0
2,1288,0,0,0.34,0.0,0.0
2,1289,0,0,0.34,0.0,0.0
2,1290,0,0,0.34,0.0,0.0
2,1291,0,0,0.34,0.0,0.0
2,1292,0,0,0.34,0.0,0.0
2,1293,0,0,0.34,0.0,0.0
2,1294,0,0,0.34,0.0,0.0
2,1295,0,0,0.34,0.0,0.0
2,1296,0,0,0.34,0.0,0.0
2,1297,0,0,0.34,0.0,0.0
2,1298,0,0,0.34,0.0,0.0
2,1299,0,0,0.34,0.0,0.0
2,1300,0,0,0.34,0.0,0.0
2,1301,0,0,0.34,0.0,0.0
2,1302,0,0,0.34,0.0,0.0
2,1303,0,0,0.34,0.0,0.0
2,1304,0,0,0.34,0.0,0.0
2,1305,0,0,0.34,0.0,0.0
2,1306,0,0,0.34,0.0,0.0
2,1307,0,0,0.34,0.0,0.0
2,1308,0,0,0.34,0.0,0.0
2,1309,0,0,0.34,0.0,0.0
2,1310,0,0,0.34,0.0,0.0
2,1311,0,0,0.34,0.0,0.0
2,1312,0,0,0.34,0.0,0.0
2,1313,0,0,0.34,0.0,0.0
2,1314,0,0,0.34,0.0,0.0
2,1315,0,0,0.34,0.0,0.0
2,1316,0,0,0.34,0.0,0.0
2,1317,0,0,0.34,0.0,0.0
2,1318,0,0,0.34,0.0,0.0
2,1319,0,0,0.34,0.0,0.0
2,1320,0,0,0.34,0.0,0.0
2,1321,0,0,0.34,0.0,0.0
2,1322,0,0,0.34,0.0,0.0
2,1323,0,0,0.34,0.0,0.0
2,1324,0,0,0.34,0.0,0.0
2,1325,0,0,0.34,0.0,0.0
2,1326,0,0,0.34,0.0,0.0
2,1327,0,0,0.34,0.0,0.0
2,1328,0,0,0.34,0.0,0.0
2,1329,0,0,0.34,0.0,0.0
2,1330,0,0,0.34,0.0,0.0
2,1331,0,0,0.34,0.0,0.0
2,1332,0,0,0.34,0.0,0.0
2,1333,0,0,0.34,0.0,0.0
2,1334,0,0,0.34,0.0,0.0
2,1335,0,0,0.34,0.0,0.0
2,1336,0,0,0.34,0.0,0.0
2,1337,0,0,0.34,0.0,0.0
2,1338,0,0,0.34,0.0,0.0
2,1339,0,0,0.34,0.0,0.0
2,1340,0,0,0.34,0.0,0.0
2,1341,0,0,0.34,0.0,0.0
2,1342,0,0,0.34,0.0,0.0
2,1343,0,0,0.34,0.0,0.0
2,1344,0,0,0.34,0.0,0.0
2,1345,0,0,0.34,0.0,0.0
2,1346,0,0,0.34,0.0,0.0
2,1347,0,0,0.34,0.0,0.0
2,1348,0,0,0.34,0.0,0.0
2,1349,0,0,0.34,0.0,0.0
2,1350,0,0,0.34,0.0,0.0
2,1351,0,0,0.34,0.0,0.0
2,1352,0,0,0.34,0.0,0.0
2,1353,0,0,0.34,0.0,0.0
2,1354,0,0,0.34,0.0,0.0
2,1355,0,0,0.34,0.0,0.0
2,1356,0,0,0.34,0.0,0.0
2,1357,0,0,0.34,0.0,0.0
2,1358,0,0,0.34,0.0,0.0
2,1359,0,0,0.34,0.0,0.0
2,1360,0,0,0.34,0.0,0.0
2,1361,0,0,0.34,0.0,0.0
2,1362,0,0,0.34,0.0,0.0
2,1363,0,0,0.34,0.0,0.0
2,1364,0,0,0.34,0.0,0.0
2,1365,0,0,0.34,0.0,0.0
2,1366,0,0,0.34,0.0,0.0
2,1367,0,0,0.34,0.0,0.0
2,1368,0,0,0.34,0.0,0.0
2,1369,0,0,0.34,0.0,0.0
2,1370,0,0,0.34,0.0,0.0
2,1371,0,0,0.34,0.0,0.0
2,1372,0,0,0.34,0.0,0.0
2,1373,0,0,0.34,0.0,0.0
2,1374,0,0,0.34,0.0,0.0
2,1375,0,0,0.34,0.0,0.0
2,1376,0,0,0.34,0.0,0.0
2,1377,0,0,0.34,0.0,0.0
2,1378,0,0,0.34,0.0,0.0
2,1379,0,0,0.34,0.0,0.0
2,1380,0,0,0.34,0.0,0.0
2,1381,0,0,0.34,0.0,0.0
2,1382,0,0,0.34,0.0,0.0
2,1383,0,0,0.34,0.0,0.0
2,1384,0,0,0.34,0.0,0.0
2,1385,0,0,0.34,0.0,0.0
2,1386,0,0,0.34,0.0,0.0
2,1387,0,0,0.34,0.0,0.0
2,1388,0,0,0.34,0.0,0.0
2,1389,0,0,0.34,0.0,0.0
2,1390,0,0,0.34,0.0,0.0
2,1391,0,0,0.34,0.0,0.0
2,1392,0,0,0.34,0.0,0.0
2,1393,0,0,0.34,0.0,0.0
2,1394,0,0,0.34,0.0,0.0
2,1395,0,0,0.34,0.0,0.0
2,1396,0,0,0.34,0.0,0.0
2,1397,0,0,0.34,0.0,0.0
2,1398,0,0,0.34,0.0,0.0
2,1399,0,0,0.34,0.0,0.0
2,1400,0,0,0.34,0.0,0.0
2,1401,0,0,0.34,0.0,0.0
2,1402,0,0,0.34,0.0,0.0
2,1403,0,0,0.34,0.0,0.0
2,1404,0,0,0.34,0.0,0.0
2,1405,0,0,0.34,0.0,0.0
2,1406,0,0,0.34,0.0,0.0
2,1407,0,0,0.34,0.0,0.0
2,1408,0,0,0.34,0.0,0.0
2,1409,0,0,0.34,0.0,0.0
2,1410,0,0,0.34,0.0,0.0
2,1411,0,0,0.34,0.0,0.0
2,1412,0,0,0.34,0.0,0.0
2,1413,0,0,0.34,0.0,0.0
2,1414,0,0,0.34,0.0,0.0
2,1415,0,0,0.34,0.0,0.0
2,1416,0,0,0.34,0.0,0.0
2,1417,0,0,0.34,0.0,0.0
2,1418,0,0,0.34,0.0,0.0
2,1419,0,0,0.34,0.0,0.0
2,1420,0,0,0.34,0.0,0.0
2,1421,0,0,0.34,0.0,0.0
2,1422,0,0,0.34,0.0,0.0
2,1423,0,0,0.34,0.0,0.0
2,1424,0,0,0.34,0.0,0.0
2,1425,0,0,0.34,0.0,0.0
2,1426,0,0,0.34,0.0,0.0
2,1427,0,0,0.34,0.0,0.0
2,1428,0,0,0.34,0.0,0.0
2,1429,0,0,0.34,0.0,0.0
2,1430,0,0,0.34,0.0,0.0
2,1431,0,0,0.34,0.0,0.0
2,1432,0,0,0.34,0.0,0.0
2,1433,0,0,0.34,0.0,0.0
2,1434,0,0,0.34,0.0,0.0
2,1435,0,0,0.34,0.0,0.0
2,1436,0,0,0.34,0.0,0.0
2,1437,0,0,0.34,0.0,0.0
2,1438,0,0,0.34,0.0,0.0
2,1439,0,0,0.34,0.0,0.0
3,0,0,0,0.34,0.0,0.0
3,1,0,0,0.34,0.0,0.0
3,2,0,0,0.34,0.0,0.0
3,3,0,0,0.34,0.0,0.0
3,4,0,0,0.34,0.0,0.0
3,5,0,0,0.34,0.0,0.0
3,6,0,0,0.34,0.0,0.0
3,7,0,0,0.34,0.0,0.0
3,8,0,0,0.34,0.0,0.0
3,9,0,0,0.34,0.0,0.0
3,10,0,0,0.34,0.0,0.0
3,11,0,0,0.34,0.0,0.0
3,12,0,0,0.34,0.0,0.0
3,13,0,0,0.34,0.0,0.0
3,14,0,0,0.34,0.0,0.0
3,15,0,0,0.34,0.0,0.0
3,16,0,0,0.34,0.0,0.0
3,17,0,0,0.34,0.0,0.0
3,18,0,0,0.34,0.0,0.0
3,19,0,0,0.34,0.0,0.0
3,20,0,0,0.34,0.0,0.0
3,21,0,0,0.34,0.0,0.0
3,22,0,0,0.34,0.0,0.0
3,23,0,0,0.34,0.0,0.0
3,24,0,0,0.34,0.0,0.0
3,25,0,0,0.34,0.0,0.0
3,26,0,0,0.34,0.0,0.0
3,27,0,0,0.34,0.0,0.0
3,28,0,0,0.34,0.0,0.0
3,29,0,0,0.34,0.0,0.0
3,30,0,0,0.34,0.0,0.0
3,31,0,0,0.34,0.0,0.0
3,32,0,0,0.34,0.0,0.0
3,33,0,0,0.34,0.0,0.0
3,34,0,0,0.34,0.0,0.0
3,35,0,0,0.34,0.0,0.0
3,36,0,0,0.34,0.0,0.0
3,37,0,0,0.34,0.0,0.0
3,38,0,0,0.34,0.0,0.0
3,39,0,0,0.34,0.0,0.0
3,40,0,0,0.34,0.0,0.0
3,41,0,0,0.34,0.0,0.0
3,42,0,0,0.34,0.0,0.0
3,43,0,0,0.34,0.0,0.0
3,44,0,0,0.34,0.0,0.0
3,45,0,0,0.34,0.0,0.0
3,46,0,0,0.34,0.0,0.0
3,47,0,0,0.34,0.0,0.0
3,48,0,0,0.34,0.0,0.0
3,49,0,0,0.34,0.0,0.0
3,50,0,0,0.34,0.0,0.0
3,51,0,0,0.34,0.0,0.0
3,52,0,0,0.34,0.0,0.0
3,53,0,0,0.34,0.0,0.0
3,54,0,0,0.34,0.0,0.0
3,55,0,0,0.34,0.0,0.0
3,56,0,0,0.34,0.0,0.0
3,57,0,0,0.34,0.0,0.0
3,58,0,0,0.34,0.0,0.0
3,59,0,0,0.34,0.0,0.0
3,60,0,0,0.34,0.0,0.0
3,61,0,0,0.34,0.0,0.0
3,62,0,0,0.34,0.0,0.0
3,63,0,0,0.34,0.0,0.0
3,64,0,0,0.34,0.0,0.0
3,65,0,0,0.34,0.0,0.0
3,66,0,0,0.34,0.0,0.0
3,67,0,0,0.34,0.0,0.0
3,68,0,0,0.34,0.0,0.0
3,69,0,0,0.34,0.0,0.0
3,70,0,0,0.34,0.0,0.0
3,71,0,0,0.34,0.0,0.0
3,72,0,0,0.34,0.0,0.0
3,73,0,0,0.34,0.0,0.0
3,74,0,0,0.34,0.0,0.0
3,75,0,0,0.34,0.0,0.0
3,76,0,0,0.34,0.0,0.0
3,77,0,0,0.34,0.0,0.0
3,78,0,0,0.34,0.0,0.0
3,79,0,0,0.34,0.0,0.0
3,80,0,0,0.34,0.0,0.0
3,81,0,0,0.34,0.0,0.0
3,82,0,0,0.34,0.0,0.0
3,83,0,0,0.34,0.0,0.0
3,84,0,0,0.34,0.0,0.0
3,85,0,0,0.34,0.0,0.0
3,86,0,0,0.34,0.0,0.0
3,87,0,0,0.34,0.0,0.0
3,88,0,0,0.34,0.0,0.0
3,89,0,0,0.34,0.0,0.0
3,90,0,0,0.34,0.0,0.0
3,91,0,0,0.34,0.0,0.0
3,92,0,0,0.34,0.0,0.0
3,93,0,0,0.34,0.0,0.0
3,94,0,0,0.34,0.0,0.0
3,95,0,0,0.34,0.0,0.0
3,96,0,0,0.34,0.0,0.0
3,97,0,0,0.34,0.0,0.0
3,98,0,0,0.34,0.0,0.0
3,99,0,0,0.34,0.0,0.0
3,100,0,0,0.34,0.0,0.0
3,101,0,0,0.34,0.0,0.0
3,102,0,0,0.34,0.0,0.0
3,103,0,0,0.34,0.0,0.0
3,104,0,0,0.34,0.0,0.0
3,105,0,0,0.34,0.0,0.0
3,106,0,0,0.34,0.0,0.0
3,107,0,0,0.34,0.0,0.0
3,108,0,0,0.34,0.0,0.0
3,109,0,0,0.34,0.0,0.0
3,110,0,0,0.34,0.0,0.0
3,111,0,0,0.34,0.0,0.0
3,112,0,0,0.34,0.0,0.0
3,113,0,0,0.34,0.0,0.0
3,114,0,0,0.34,0.0,0.0
3,115,0,0,0.34,0.0,0.0
3,116,0,0,0.34,0.0,0.0
3,117,0,0,0.34,0.0,0.0
3,118,0,0,0.34,0.0,0.0
3,119,0,0,0.34,0.0,0.0
3,120,0,0,0.34,0.0,0.0
3,121,0,0,0.34,0.0,0.0
3,122,0,0,0.34,0.0,0.0
3,123,0,0,0.34,0.0,0.0
3,124,0,0,0.34,0.0,0.0
3,125,0,0,0.34,0.0,0.0
3,126,0,0,0.34,0.0,0.0
3,127,0,0,0.34,0.0,0.0
3,128,0,0,0.34,0.0,0.0
3,129,0,0,0.34,0.0,0.0
3,130,0,0,0.34,0.0,0.0
3,131,0,0,0.34,0.0,0.0
3,132,0,0,0.34,0.0,0.0
3,133,0,0,0.34,0.0,0.0
3,134,0,0,0.34,0.0,0.0
3,135,0,0,0.34,0.0,0.0
3,136,0,0,0.34,0.0,0.0
3,137,0,0,0.34,0.0,0.0
3,138,0,0,0.34,0.0,0.0
3,139,0,0,0.34,0.0,0.0
3,140,0,0,0.34,0.0,0.0
3,141,0,0,0.34,0.0,0.0
3,142,0,0,0.34,0.0,0.0
3,143,0,0,0.34,0.0,0.0
3,144,0,0,0.34,0.0,0.0
3,145,0,0,0.34,0.0,0.0
3,146,0,0,0.34,0.0,0.0
3,147,0,0,0.34,0.0,0.0
3,148,0,0,0.34,0.0,0.0
3,149,0,0,0.34,0.0,0.0
3,150,0,0,0.34,0.0,0.0
3,151,0,0,0.34,0.0,0.0
3,152,0,0,0.34,0.0,0.0
3,153,0,0,0.34,0.0,0.0
3,154,0,0,0.34,0.0,0.0
3,155,0,0,0.34,0.0,0.0
3,156,0,0,0.34,0.0,0.0
3,157,0,0,0.34,0.0,0.0
3,158,0,0,0.34,0.0,0.0
3,159,0,0,0.34,0.0,0.0
3,160,0,0,0.34,0.0,0.0
3,161,0,0,0.34,0.0,0.0
3,162,0,0,0.34,0.0,0.0
3,163,0,0,0.34,0.0,0.0
3,164,0,0,0.34,0.0,0.0
3,165,0,0,0.34,0.0,0.0
3,166,0,0,0.34,0.0,0.0
3,167,0,0,0.34,0.0,0.0
3,168,0,0,0.34,0.0,0.0
3,169,0,0,0.34,0.0,0.0
3,170,0,0,0.34,0.0,0.0
3,171,0,0,0.34,0.0,0.0
3,172,0,0,0.34,0.0,0.0
3,173,0,0,0.34,0.0,0.0
3,174,0,0,0.34,0.0,0.0
3,175,0,0,0.34,0.0,0.0
3,176,0,0,0.34,0.0,0.0
3,177,0,0,0.34,0.0,0.0
3,178,0,0,0.34,0.0,0.0
3,179,0,0,0.34,0.0,0.0
3,180,0,0,0.34,0.0,0.0
3,181,0,0,0.34,0.0,0.0
3,182,0,0,0.34,0.0,0.0
3,183,0,0,0.34,0.0,0.0
3,184,0,0,0.34,0.0,0.0
3,185,0,0,0.34,0.0,0.0
3,186,0,0,0.34,0.0,0.0
3,187,0,0,0.34,0.0,0.0
3,188,0,0,0.34,0.0,0.0
3,189,0,0,0.34,0.0,0.0
3,190,0,0,0.34,0.0,0.0
3,191,0,0,0.34,0.0,0.0
3,192,0,0,0.34,0.0,0.0
3,193,0,0,0.34,0.0,0.0
3,194,0,0,0.34,0.0,0.0
3,195,0,0,0.34,0.0,0.0
3,196,0,0,0.34,0.0,0.0
3,197,0,0,0.34,0.0,0.0
3,198,0,0,0.34,0.0,0.0
3,199,0,0,0.34,0.0,0.0
3,200,0,0,0.34,0.0,0.0
3,201,0,0,0.34,0.0,0.0
3,202,0,0,0.34,0.0,0.0
3,203,0,0,0.34,0.0,0.0
3,204,0,0,0.34,0.0,0.0
3,205,0,0,0.34,0.0,0.0
3,206,0,0,0.34,0.0,0.0
3,207,0,0,0.34,0.0,0.0
3,208,0,0,0.34,0.0,0.0
3,209,0,0,0.34,0.0,0.0
3,210,0,0,0.34,0.0,0.0
3,211,0,0,0.34,0.0,0.0
3,212,0,0,0.34,0.0,0.0
3,213,0,0,0.34,0.0,0.0
3,214,0,0,0.34,0.0,0.0
3,215,0,0,0.34,0.0,0.0
3,216,0,0,0.34,0.0,0.0
3,217,0,0,0.34,0.0,0.0
3,218,0,0,0.34,0.0,0.0
3,219,0,0,0.34,0.0,0.0
3,220,0,0,0.34,0.0,0.0
3,221,0,0,0.34,0.0,0.0
3,222,0,0,0.34,0.0,0.0
3,223,0,0,0.34,0.0,0.0
3,224,0,0,0.34,0.0,0.0
3,225,0,0,0.34,0.0,0.0
3,226,0,0,0.34,0.0,0.0
3,227,0,0,0.34,0.0,0.0
3,228,0,0,0.34,0.0,0.0
3,229,0,0,0.34,0.0,0.0
3,230,0,0,0.34,0.0,0.0
3,231,0,0,0.34,0.0,0.0
3,232,0,0,0.34,0.0,0.0
3,233,0,0,0.34,0.0,0.0
3,234,0,0,0.34,0.0,0.0
3,235,0,0,0.34,0.0,0.0
3,236,0,0,0.34,0.0,0.0
3,237,0,0,0.34,0.0,0.0
3,238,0,0,0.34,0.0,0.0
